section_title,section_type,classification_label,code,descriptor,period,duration,variable1_label,variable1_code,variable1_descriptor,variable2_label,variable2_code,variable2_descriptor,value_type_description,value,value_label,decimals,confidentiality_indicator,confidentiality_label,final_indicator,final_label,last_updated_at_source
Work and labour force status by age,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,1,Employed Full-time,Life cycle age group for people aged 15 years and over,3,30-64 years,Percent,52.800000,percent,1,,,,,2024-09-02 11:22:44+00
Work and labour force status by age,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,1,Employed Full-time,Life cycle age group for people aged 15 years and over,4,65 years and over,Percent,7.900000,percent,1,,,,,2024-09-02 11:22:44+00
Work and labour force status by age,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,2,Employed Part-time,Life cycle age group for people aged 15 years and over,2,15-29 years,Percent,12.900000,percent,1,,,,,2024-09-02 11:22:44+00
Work and labour force status by age,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,2,Employed Part-time,Life cycle age group for people aged 15 years and over,3,30-64 years,Percent,9.000000,percent,1,,,,,2024-09-02 11:22:44+00
Work and labour force status by age,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,2,Employed Part-time,Life cycle age group for people aged 15 years and over,4,65 years and over,Percent,5.000000,percent,1,,,,,2024-09-02 11:22:44+00
Work and labour force status by age,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,3,Unemployed,Life cycle age group for people aged 15 years and over,2,15-29 years,Percent,8.100000,percent,1,,,,,2024-09-02 11:22:44+00
Work and labour force status by age,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,3,Unemployed,Life cycle age group for people aged 15 years and over,3,30-64 years,Percent,6.100000,percent,1,,,,,2024-09-02 11:22:44+00
Work and labour force status by age,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,3,Unemployed,Life cycle age group for people aged 15 years and over,4,65 years and over,Percent,2.000000,percent,1,,,,,2024-09-02 11:22:44+00
Work and labour force status by age,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,4,Not in the Labour Force,Life cycle age group for people aged 15 years and over,2,15-29 years,Percent,36.700000,percent,1,,,,,2024-09-02 11:22:44+00
Work and labour force status by age,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,4,Not in the Labour Force,Life cycle age group for people aged 15 years and over,3,30-64 years,Percent,32.100000,percent,1,,,,,2024-09-02 11:22:44+00
Work and labour force status by age,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,4,Not in the Labour Force,Life cycle age group for people aged 15 years and over,4,65 years and over,Percent,84.200000,percent,1,,,,,2024-09-02 11:22:44+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,1,Employed Full-time,Gender,1,Male / Tāne,Count,1125.000000,,0,,,,,2024-09-02 11:23:23+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,1,Employed Full-time,Gender,2,Female / Wahine,Count,771.000000,,0,,,,,2024-09-02 11:23:23+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,1,Employed Full-time,Gender,3,Another gender / He ira kē anō,Count,3.000000,,0,,,,,2024-09-02 11:23:23+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,2,Employed Part-time,Gender,1,Male / Tāne,Count,165.000000,,0,,,,,2024-09-02 11:23:23+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,2,Employed Part-time,Gender,2,Female / Wahine,Count,279.000000,,0,,,,,2024-09-02 11:23:23+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,2,Employed Part-time,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:23:23+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,3,Unemployed,Gender,1,Male / Tāne,Count,123.000000,,0,,,,,2024-09-02 11:23:23+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,3,Unemployed,Gender,2,Female / Wahine,Count,159.000000,,0,,,,,2024-09-02 11:23:23+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,3,Unemployed,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:23:23+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,4,Not in the Labour Force,Gender,1,Male / Tāne,Count,621.000000,,0,,,,,2024-09-02 11:23:23+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,4,Not in the Labour Force,Gender,2,Female / Wahine,Count,978.000000,,0,,,,,2024-09-02 11:23:23+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,4,Not in the Labour Force,Gender,3,Another gender / He ira kē anō,Count,9.000000,,0,,,,,2024-09-02 11:23:23+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,1,Employed Full-time,Gender,1,Male / Tāne,Percent,55.300000,percent,1,,,,,2024-09-02 11:23:58+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,1,Employed Full-time,Gender,2,Female / Wahine,Percent,35.300000,percent,1,,,,,2024-09-02 11:23:58+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,1,Employed Full-time,Gender,3,Another gender / He ira kē anō,Percent,25.000000,percent,1,,,,,2024-09-02 11:23:58+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,2,Employed Part-time,Gender,1,Male / Tāne,Percent,8.100000,percent,1,,,,,2024-09-02 11:23:58+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,2,Employed Part-time,Gender,2,Female / Wahine,Percent,12.800000,percent,1,,,,,2024-09-02 11:23:58+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,2,Employed Part-time,Gender,3,Another gender / He ira kē anō,Percent,0.000000,percent,1,,,,,2024-09-02 11:23:58+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,3,Unemployed,Gender,1,Male / Tāne,Percent,6.000000,percent,1,,,,,2024-09-02 11:23:58+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,3,Unemployed,Gender,2,Female / Wahine,Percent,7.300000,percent,1,,,,,2024-09-02 11:23:58+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,3,Unemployed,Gender,3,Another gender / He ira kē anō,Percent,0.000000,percent,1,,,,,2024-09-02 11:23:58+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,4,Not in the Labour Force,Gender,1,Male / Tāne,Percent,30.500000,percent,1,,,,,2024-09-02 11:23:58+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,4,Not in the Labour Force,Gender,2,Female / Wahine,Percent,44.800000,percent,1,,,,,2024-09-02 11:23:58+00
Work and labour force status by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Work and labour force status,4,Not in the Labour Force,Gender,3,Another gender / He ira kē anō,Percent,75.000000,percent,1,,,,,2024-09-02 11:23:58+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,1,1-9 hours worked,Gender,1,Male / Tāne,Count,51.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,1,1-9 hours worked,Gender,2,Female / Wahine,Count,69.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,1,1-9 hours worked,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,2,10-19 hours worked,Gender,1,Male / Tāne,Count,54.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,2,10-19 hours worked,Gender,2,Female / Wahine,Count,72.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,2,10-19 hours worked,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,3,20-29 hours worked,Gender,1,Male / Tāne,Count,63.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,3,20-29 hours worked,Gender,2,Female / Wahine,Count,138.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,3,20-29 hours worked,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,4,30-39 hours worked,Gender,1,Male / Tāne,Count,123.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,4,30-39 hours worked,Gender,2,Female / Wahine,Count,171.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,4,30-39 hours worked,Gender,3,Another gender / He ira kē anō,Count,3.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,5,40-49 hours worked,Gender,1,Male / Tāne,Count,792.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,5,40-49 hours worked,Gender,2,Female / Wahine,Count,498.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,5,40-49 hours worked,Gender,3,Another gender / He ira kē anō,Count,3.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,6,50-59 hours worked,Gender,1,Male / Tāne,Count,141.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,6,50-59 hours worked,Gender,2,Female / Wahine,Count,57.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,6,50-59 hours worked,Gender,3,Another gender / He ira kē anō,Count,3.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,7,60 hours or more worked,Gender,1,Male / Tāne,Count,66.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,7,60 hours or more worked,Gender,2,Female / Wahine,Count,45.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,7,60 hours or more worked,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:26:33+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,1,1-9 hours worked,Gender,1,Male / Tāne,Percent,4.000000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,1,1-9 hours worked,Gender,2,Female / Wahine,Percent,6.600000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,1,1-9 hours worked,Gender,3,Another gender / He ira kē anō,Percent,0.000000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,2,10-19 hours worked,Gender,1,Male / Tāne,Percent,4.200000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,2,10-19 hours worked,Gender,2,Female / Wahine,Percent,6.900000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,2,10-19 hours worked,Gender,3,Another gender / He ira kē anō,Percent,0.000000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,3,20-29 hours worked,Gender,1,Male / Tāne,Percent,4.900000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,3,20-29 hours worked,Gender,2,Female / Wahine,Percent,13.100000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,3,20-29 hours worked,Gender,3,Another gender / He ira kē anō,Percent,0.000000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,4,30-39 hours worked,Gender,1,Male / Tāne,Percent,9.500000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,4,30-39 hours worked,Gender,2,Female / Wahine,Percent,16.300000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,4,30-39 hours worked,Gender,3,Another gender / He ira kē anō,Percent,100.000000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,5,40-49 hours worked,Gender,1,Male / Tāne,Percent,61.400000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,5,40-49 hours worked,Gender,2,Female / Wahine,Percent,47.400000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,5,40-49 hours worked,Gender,3,Another gender / He ira kē anō,Percent,100.000000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,6,50-59 hours worked,Gender,1,Male / Tāne,Percent,10.900000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,6,50-59 hours worked,Gender,2,Female / Wahine,Percent,5.400000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,6,50-59 hours worked,Gender,3,Another gender / He ira kē anō,Percent,100.000000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,7,60 hours or more worked,Gender,1,Male / Tāne,Percent,5.100000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,7,60 hours or more worked,Gender,2,Female / Wahine,Percent,4.300000,percent,1,,,,,2024-09-02 11:28:49+00
Hours worked in employment per week by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Hours worked per week,7,60 hours or more worked,Gender,3,Another gender / He ira kē anō,Percent,0.000000,percent,1,,,,,2024-09-02 11:28:49+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,1,Managers,Gender,1,Male / Tāne,Count,144.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,1,Managers,Gender,2,Female / Wahine,Count,78.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,1,Managers,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,2,Professionals,Gender,1,Male / Tāne,Count,177.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,2,Professionals,Gender,2,Female / Wahine,Count,213.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,2,Professionals,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,3,Technicians and Trades Workers,Gender,1,Male / Tāne,Count,237.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,3,Technicians and Trades Workers,Gender,2,Female / Wahine,Count,33.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,3,Technicians and Trades Workers,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,4,Community and Personal Service Workers,Gender,1,Male / Tāne,Count,114.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,4,Community and Personal Service Workers,Gender,2,Female / Wahine,Count,228.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,4,Community and Personal Service Workers,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,5,Clerical and Administrative Workers,Gender,1,Male / Tāne,Count,54.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,5,Clerical and Administrative Workers,Gender,2,Female / Wahine,Count,123.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,5,Clerical and Administrative Workers,Gender,3,Another gender / He ira kē anō,Count,3.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,6,Sales Workers,Gender,1,Male / Tāne,Count,54.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,6,Sales Workers,Gender,2,Female / Wahine,Count,99.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,6,Sales Workers,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,7,Machinery Operators and Drivers,Gender,1,Male / Tāne,Count,159.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,7,Machinery Operators and Drivers,Gender,2,Female / Wahine,Count,51.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,7,Machinery Operators and Drivers,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,8,Labourers,Gender,1,Male / Tāne,Count,357.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,8,Labourers,Gender,2,Female / Wahine,Count,222.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,8,Labourers,Gender,3,Another gender / He ira kē anō,Count,3.000000,,0,,,,,2024-09-02 11:31:10+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,1,Managers,Gender,1,Male / Tāne,Percent,11.200000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,1,Managers,Gender,2,Female / Wahine,Percent,7.400000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,1,Managers,Gender,3,Another gender / He ira kē anō,Percent,0.000000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,2,Professionals,Gender,1,Male / Tāne,Percent,13.700000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,2,Professionals,Gender,2,Female / Wahine,Percent,20.300000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,2,Professionals,Gender,3,Another gender / He ira kē anō,Percent,0.000000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,3,Technicians and Trades Workers,Gender,1,Male / Tāne,Percent,18.400000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,3,Technicians and Trades Workers,Gender,2,Female / Wahine,Percent,3.100000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,3,Technicians and Trades Workers,Gender,3,Another gender / He ira kē anō,Percent,0.000000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,4,Community and Personal Service Workers,Gender,1,Male / Tāne,Percent,8.800000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,4,Community and Personal Service Workers,Gender,2,Female / Wahine,Percent,21.700000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,4,Community and Personal Service Workers,Gender,3,Another gender / He ira kē anō,Percent,0.000000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,5,Clerical and Administrative Workers,Gender,1,Male / Tāne,Percent,4.200000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,5,Clerical and Administrative Workers,Gender,2,Female / Wahine,Percent,11.700000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,5,Clerical and Administrative Workers,Gender,3,Another gender / He ira kē anō,Percent,100.000000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,6,Sales Workers,Gender,1,Male / Tāne,Percent,4.200000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,6,Sales Workers,Gender,2,Female / Wahine,Percent,9.400000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,6,Sales Workers,Gender,3,Another gender / He ira kē anō,Percent,0.000000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,7,Machinery Operators and Drivers,Gender,1,Male / Tāne,Percent,12.300000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,7,Machinery Operators and Drivers,Gender,2,Female / Wahine,Percent,4.900000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,7,Machinery Operators and Drivers,Gender,3,Another gender / He ira kē anō,Percent,0.000000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,8,Labourers,Gender,1,Male / Tāne,Percent,27.700000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,8,Labourers,Gender,2,Female / Wahine,Percent,21.100000,percent,1,,,,,2024-09-02 11:33:37+00
Occupation by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Occupation,8,Labourers,Gender,3,Another gender / He ira kē anō,Percent,100.000000,percent,1,,,,,2024-09-02 11:33:37+00
Unpaid activities by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Unpaid activities,0,No activities,Gender,1,Male / Tāne,Count,297.000000,,0,,,,,2024-09-02 11:38:10+00
Unpaid activities by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Unpaid activities,0,No activities,Gender,2,Female / Wahine,Count,249.000000,,0,,,,,2024-09-02 11:38:10+00
Unpaid activities by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Unpaid activities,0,No activities,Gender,3,Another gender / He ira kē anō,Count,0.000000,,0,,,,,2024-09-02 11:38:10+00
Unpaid activities by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Unpaid activities,1,"Household work, cooking, repairs, gardening, etc, for own household",Gender,1,Male / Tāne,Count,1146.000000,,0,,,,,2024-09-02 11:38:10+00
Unpaid activities by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Unpaid activities,1,"Household work, cooking, repairs, gardening, etc, for own household",Gender,2,Female / Wahine,Count,1353.000000,,0,,,,,2024-09-02 11:38:10+00
Unpaid activities by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Unpaid activities,1,"Household work, cooking, repairs, gardening, etc, for own household",Gender,3,Another gender / He ira kē anō,Count,9.000000,,0,,,,,2024-09-02 11:38:10+00
Unpaid activities by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Unpaid activities,2,Looking after a child who is a member of own household,Gender,1,Male / Tāne,Count,552.000000,,0,,,,,2024-09-02 11:38:10+00
Unpaid activities by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Unpaid activities,2,Looking after a child who is a member of own household,Gender,2,Female / Wahine,Count,756.000000,,0,,,,,2024-09-02 11:38:10+00
Unpaid activities by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Unpaid activities,2,Looking after a child who is a member of own household,Gender,3,Another gender / He ira kē anō,Count,6.000000,,0,,,,,2024-09-02 11:38:10+00
Unpaid activities by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Unpaid activities,3,Looking after a member of own household who is ill or has a disability,Gender,1,Male / Tāne,Count,144.000000,,0,,,,,2024-09-02 11:38:10+00
Unpaid activities by gender,,Ethnic group,37144,Tuvaluan,2023,Census,Unpaid activities,3,Looking after a member of own household who is ill or has a disability,Gender,2,Female / Wahine,Count,258.000000,,0,,,,,2024-09-02 11:38:10+00
